Part_id,Block_no,Corr,Stimulus Time
100M32,1,0.8125,18.0
100M32,2,0.8958333333333334,18.0
100M32,3,0.8958333333333334,18.0
100M32,4,0.9166666666666666,18.0
100M32,5,0.9375,17.0
100M32,6,0.9375,16.0
100M32,7,0.8541666666666666,15.0
100M32,8,0.9375,15.0
100M32,9,0.8958333333333334,15.0
100M32,10,0.8541666666666666,15.0
100M32,11,0.9375,15.0
101M20,1,0.7916666666666666,18.0
101M20,2,0.7916666666666666,18.0
101M20,3,0.7708333333333334,18.0
101M20,4,0.8541666666666666,18.0
101M20,5,0.7708333333333334,18.0
101M20,6,0.6666666666666666,18.0
101M20,7,0.8125,18.0
101M20,8,0.9166666666666666,18.0
101M20,9,0.7291666666666666,17.0
101M20,10,0.7083333333333334,17.0
101M20,11,0.7291666666666666,17.0
102M19,1,0.4583333333333333,18.0
102M19,2,0.5625,19.0
102M19,3,0.6875,20.0
102M19,4,0.6666666666666666,20.0
102M19,5,0.625,20.0
102M19,6,0.5416666666666666,20.0
102M19,7,0.6666666666666666,21.0
102M19,8,0.5208333333333334,21.0
102M19,9,0.5833333333333334,21.0
102M19,10,0.6041666666666666,21.0
102M19,11,0.3958333333333333,21.0
103K19,1,0.7916666666666666,18.0
103K19,2,0.7083333333333334,18.0
103K19,3,0.75,18.0
103K19,4,0.8125,18.0
103K19,5,0.7291666666666666,18.0
103K19,6,0.9375,18.0
103K19,7,0.8541666666666666,17.0
103K19,8,0.875,17.0
103K19,9,0.875,17.0
103K19,10,0.8333333333333334,17.0
103K19,11,0.8333333333333334,17.0
104K22,1,0.7708333333333334,18.0
104K22,2,0.875,18.0
104K22,3,0.8958333333333334,18.0
104K22,4,0.8541666666666666,18.0
104K22,5,0.7916666666666666,18.0
104K22,6,0.8333333333333334,18.0
104K22,7,0.8958333333333334,18.0
104K22,8,0.875,18.0
104K22,9,0.8125,18.0
104K22,10,0.9583333333333334,18.0
104K22,11,0.9166666666666666,17.0
105K20,1,0.875,18.0
105K20,2,0.875,18.0
105K20,3,0.7708333333333334,18.0
105K20,4,0.6666666666666666,18.0
105K20,5,0.9375,18.0
105K20,6,0.8958333333333334,17.0
105K20,7,0.75,17.0
105K20,8,0.75,17.0
105K20,9,0.8125,17.0
105K20,10,0.7083333333333334,17.0
105K20,11,0.5416666666666666,17.0
106M23,1,0.7916666666666666,18.0
106M23,2,0.8333333333333334,18.0
106M23,3,0.7916666666666666,18.0
106M23,4,0.8333333333333334,18.0
106M23,5,0.7291666666666666,18.0
106M23,6,0.875,18.0
106M23,7,0.8333333333333334,18.0
106M23,8,0.8541666666666666,18.0
106M23,9,0.875,18.0
106M23,10,0.9166666666666666,18.0
106M23,11,0.9583333333333334,17.0
107K20,1,0.9791666666666666,18.0
107K20,2,0.8541666666666666,17.0
107K20,3,0.8125,17.0
107K20,4,0.8333333333333334,17.0
107K20,5,0.8125,17.0
107K20,6,0.9375,17.0
107K20,7,0.8958333333333334,16.0
107K20,8,0.9166666666666666,16.0
107K20,9,0.9375,15.0
107K20,10,0.9375,15.0
107K20,11,0.9791666666666666,15.0
108K22,1,0.7916666666666666,18.0
108K22,2,0.7708333333333334,18.0
108K22,3,0.8333333333333334,18.0
108K22,4,0.8333333333333334,18.0
108K22,5,0.7083333333333334,18.0
108K22,6,0.7083333333333334,18.0
108K22,7,0.7291666666666666,18.0
108K22,8,0.5625,18.0
108K22,9,0.8541666666666666,19.0
108K22,10,0.8958333333333334,19.0
108K22,11,0.875,19.0
109K29,1,0.6041666666666666,18.0
109K29,2,0.5625,18.0
109K29,3,0.5833333333333334,19.0
109K29,4,0.6458333333333334,20.0
109K29,5,0.5416666666666666,20.0
109K29,6,0.7291666666666666,21.0
109K29,7,0.6458333333333334,21.0
109K29,8,0.5416666666666666,21.0
109K29,9,0.7083333333333334,21.0
109K29,10,0.7291666666666666,21.0
109K29,11,0.5833333333333334,21.0
10K20,1,0.8125,18.0
10K20,2,0.9166666666666666,18.0
10K20,3,0.8541666666666666,17.0
10K20,4,0.75,17.0
10K20,5,0.7916666666666666,17.0
10K20,6,0.8541666666666666,17.0
10K20,7,0.8958333333333334,17.0
10K20,8,0.8541666666666666,17.0
10K20,9,0.9791666666666666,17.0
10K20,10,0.9583333333333334,16.0
10K20,11,0.7916666666666666,15.0
110M23,1,0.6458333333333334,18.0
110M23,2,0.7916666666666666,18.0
110M23,3,0.7083333333333334,18.0
110M23,4,0.7708333333333334,18.0
110M23,5,0.8333333333333334,18.0
110M23,6,0.9375,18.0
110M23,7,0.7916666666666666,17.0
110M23,8,0.7708333333333334,17.0
110M23,9,0.8333333333333334,17.0
110M23,10,0.7083333333333334,17.0
110M23,11,0.8541666666666666,17.0
111K20,1,0.8958333333333334,18.0
111K20,2,0.6666666666666666,18.0
111K20,3,0.7083333333333334,18.0
111K20,4,0.7291666666666666,18.0
111K20,5,0.7916666666666666,18.0
111K20,6,0.7916666666666666,18.0
111K20,7,0.7083333333333334,18.0
111K20,8,0.8333333333333334,18.0
111K20,9,0.9166666666666666,18.0
111K20,10,0.75,17.0
111K20,11,0.6666666666666666,17.0
112M20,1,0.875,18.0
112M20,2,0.7916666666666666,18.0
112M20,3,0.9375,18.0
112M20,4,0.8125,17.0
112M20,5,0.8333333333333334,17.0
112M20,6,0.875,17.0
112M20,7,0.8125,17.0
112M20,8,0.9583333333333334,17.0
112M20,9,0.875,16.0
112M20,10,0.9166666666666666,16.0
112M20,11,0.9375,15.0
113K22,1,0.8125,18.0
113K22,2,0.6666666666666666,18.0
113K22,3,0.5833333333333334,18.0
113K22,4,0.5,19.0
113K22,5,0.7291666666666666,20.0
113K22,6,0.6041666666666666,20.0
113K22,7,0.6875,20.0
113K22,8,0.625,20.0
113K22,9,0.7291666666666666,20.0
113K22,10,0.7708333333333334,20.0
113K22,11,0.8125,20.0
114K23,1,0.6875,18.0
114K23,2,0.5208333333333334,18.0
114K23,3,0.7291666666666666,19.0
114K23,4,0.4583333333333333,19.0
114K23,5,0.5416666666666666,20.0
114K23,6,0.4166666666666667,21.0
114K23,7,0.4583333333333333,21.0
114K23,8,0.5833333333333334,21.0
114K23,9,0.7083333333333334,21.0
114K23,10,0.8333333333333334,21.0
114K23,11,0.7916666666666666,21.0
115K22,1,0.7916666666666666,18.0
115K22,2,0.625,18.0
115K22,3,0.6041666666666666,18.0
115K22,4,0.5625,18.0
115K22,5,0.7291666666666666,19.0
115K22,6,0.5833333333333334,19.0
115K22,7,0.625,20.0
115K22,8,0.5208333333333334,20.0
115K22,9,0.8125,21.0
115K22,10,0.875,21.0
115K22,11,0.75,21.0
116K20,1,0.875,18.0
116K20,2,0.7291666666666666,18.0
116K20,3,0.9166666666666666,18.0
116K20,4,0.875,17.0
116K20,5,0.8125,17.0
116K20,6,0.7708333333333334,17.0
116K20,7,0.9166666666666666,17.0
116K20,8,0.875,16.0
116K20,9,0.6875,16.0
116K20,10,0.8125,16.0
116K20,11,0.8125,16.0
117M22,1,0.22916666666666666,18.0
117M22,2,0.3541666666666667,19.0
117M22,3,0.3125,20.0
117M22,4,0.3125,21.0
117M22,5,0.2708333333333333,21.0
117M22,6,0.20833333333333334,21.0
117M22,7,0.1875,21.0
117M22,8,0.2916666666666667,21.0
117M22,9,0.16666666666666666,21.0
117M22,10,0.22916666666666666,21.0
117M22,11,0.22916666666666666,21.0
118K23,1,0.4166666666666667,18.0
118K23,2,0.2916666666666667,19.0
118K23,3,0.1875,20.0
118K23,4,0.2708333333333333,21.0
118K23,5,0.3333333333333333,21.0
118K23,6,0.3958333333333333,21.0
118K23,7,0.25,21.0
118K23,8,0.3333333333333333,21.0
118K23,9,0.1875,21.0
118K23,10,0.20833333333333334,21.0
118K23,11,0.2916666666666667,21.0
119K22,1,0.6458333333333334,18.0
119K22,2,0.7291666666666666,18.0
119K22,3,0.8125,18.0
119K22,4,0.75,18.0
119K22,5,0.6875,18.0
119K22,6,0.5,18.0
119K22,7,0.75,19.0
119K22,8,0.6875,19.0
119K22,9,0.6041666666666666,19.0
119K22,10,0.6875,19.0
119K22,11,0.6666666666666666,19.0
11K19,1,0.9583333333333334,18.0
11K19,2,0.9583333333333334,17.0
11K19,3,0.9375,16.0
11K19,4,0.8125,15.0
11K19,5,0.8333333333333334,15.0
11K19,6,0.8125,15.0
11K19,7,0.8541666666666666,15.0
11K19,8,0.8541666666666666,15.0
11K19,9,0.875,15.0
11K19,10,0.8958333333333334,15.0
11K19,11,0.9166666666666666,15.0
120K25,1,0.75,18.0
120K25,2,0.8958333333333334,18.0
120K25,3,0.9583333333333334,18.0
120K25,4,0.9166666666666666,17.0
120K25,5,0.8125,16.0
120K25,6,0.8541666666666666,16.0
120K25,7,0.8125,16.0
120K25,8,0.8958333333333334,16.0
120K25,9,0.7083333333333334,16.0
120K25,10,0.7708333333333334,16.0
120K25,11,0.7916666666666666,16.0
121M28,1,0.625,18.0
121M28,2,0.6875,18.0
121M28,3,0.75,18.0
121M28,4,0.6458333333333334,18.0
121M28,5,0.7083333333333334,18.0
121M28,6,0.7708333333333334,18.0
121M28,7,0.8333333333333334,18.0
121M28,8,0.7291666666666666,18.0
121M28,9,0.6666666666666666,18.0
121M28,10,0.6875,18.0
121M28,11,0.7916666666666666,18.0
122K19,1,0.8333333333333334,18.0
122K19,2,0.7291666666666666,18.0
122K19,3,0.75,18.0
122K19,4,0.8125,18.0
122K19,5,0.75,18.0
122K19,6,0.7916666666666666,18.0
122K19,7,0.6666666666666666,18.0
122K19,8,0.7916666666666666,18.0
122K19,9,0.7708333333333334,18.0
122K19,10,0.7916666666666666,18.0
122K19,11,0.7916666666666666,18.0
123K20,1,0.7291666666666666,18.0
123K20,2,0.75,18.0
123K20,3,0.5833333333333334,18.0
123K20,4,0.625,19.0
123K20,5,0.7083333333333334,19.0
123K20,6,0.6666666666666666,19.0
123K20,7,0.5833333333333334,19.0
123K20,8,0.7291666666666666,20.0
123K20,9,0.5625,20.0
123K20,10,0.4791666666666667,21.0
123K20,11,0.7291666666666666,21.0
124K21,1,0.7291666666666666,18.0
124K21,2,0.6875,18.0
124K21,3,0.7083333333333334,18.0
124K21,4,0.7083333333333334,18.0
124K21,5,0.7916666666666666,18.0
124K21,6,0.7708333333333334,18.0
124K21,7,0.7083333333333334,18.0
124K21,8,0.8541666666666666,18.0
124K21,9,0.875,18.0
124K21,10,0.8333333333333334,18.0
124K21,11,0.875,18.0
125K20,1,0.8125,18.0
125K20,2,0.8541666666666666,18.0
125K20,3,0.8333333333333334,18.0
125K20,4,0.8541666666666666,18.0
125K20,5,0.875,18.0
125K20,6,0.8958333333333334,18.0
125K20,7,0.9375,18.0
125K20,8,0.7916666666666666,17.0
125K20,9,0.8541666666666666,17.0
125K20,10,0.8333333333333334,17.0
125K20,11,0.8958333333333334,17.0
126K30,1,0.1875,18.0
126K30,2,0.5416666666666666,19.0
126K30,3,0.4791666666666667,20.0
126K30,4,0.5,21.0
126K30,5,0.5416666666666666,21.0
126K30,6,0.6458333333333334,21.0
126K30,7,0.4375,21.0
126K30,8,0.5625,21.0
126K30,9,0.5208333333333334,21.0
126K30,10,0.5625,21.0
126K30,11,0.3541666666666667,21.0
127K22,1,0.8333333333333334,18.0
127K22,2,0.8541666666666666,18.0
127K22,3,0.7916666666666666,18.0
127K22,4,0.8541666666666666,18.0
127K22,5,0.8958333333333334,18.0
127K22,6,0.8333333333333334,18.0
127K22,7,0.875,18.0
127K22,8,0.875,18.0
127K22,9,0.8541666666666666,18.0
127K22,10,0.875,18.0
127K22,11,0.8541666666666666,18.0
128K27,1,0.6875,18.0
128K27,2,0.7708333333333334,18.0
128K27,3,0.6458333333333334,18.0
128K27,4,0.6458333333333334,18.0
128K27,5,0.7708333333333334,18.0
128K27,6,0.7083333333333334,18.0
128K27,7,0.875,18.0
128K27,8,0.7708333333333334,18.0
128K27,9,0.8333333333333334,18.0
128K27,10,0.7916666666666666,18.0
128K27,11,0.7291666666666666,18.0
129M29,1,0.9375,18.0
129M29,2,0.875,17.0
129M29,3,0.9583333333333334,17.0
129M29,4,0.9583333333333334,16.0
129M29,5,0.9375,15.0
129M29,6,0.9375,15.0
129M29,7,0.9375,15.0
129M29,8,0.8541666666666666,15.0
129M29,9,0.8333333333333334,15.0
129M29,10,0.8333333333333334,15.0
129M29,11,0.8125,15.0
12M22,1,0.4375,18.0
12M22,2,0.4583333333333333,19.0
12M22,3,0.6666666666666666,20.0
12M22,4,0.75,20.0
12M22,5,0.7291666666666666,20.0
12M22,6,0.75,20.0
12M22,7,0.8541666666666666,20.0
12M22,8,0.875,20.0
12M22,9,0.7916666666666666,20.0
12M22,10,0.9375,20.0
12M22,11,0.875,19.0
130M22,1,0.75,18.0
130M22,2,0.8333333333333334,18.0
130M22,3,0.875,18.0
130M22,4,0.7916666666666666,18.0
130M22,5,0.75,18.0
130M22,6,0.7916666666666666,18.0
130M22,7,0.6666666666666666,18.0
130M22,8,0.8333333333333334,18.0
130M22,9,0.6666666666666666,18.0
130M22,10,0.8125,18.0
130M22,11,0.7291666666666666,18.0
131M20,1,0.875,18.0
131M20,2,0.8125,18.0
131M20,3,0.8333333333333334,18.0
131M20,4,0.875,18.0
131M20,5,0.8541666666666666,18.0
131M20,6,0.9791666666666666,18.0
131M20,7,0.9583333333333334,17.0
131M20,8,0.9166666666666666,16.0
131M20,9,0.8125,15.0
131M20,10,0.9166666666666666,15.0
131M20,11,0.8125,15.0
132K22,1,1.0,18.0
132K22,2,0.9375,17.0
132K22,3,0.9375,16.0
132K22,4,0.9375,15.0
132K22,5,0.9791666666666666,15.0
132K22,6,0.9375,15.0
132K22,7,0.9583333333333334,15.0
132K22,8,0.9583333333333334,15.0
132K22,9,0.9375,15.0
132K22,10,0.9791666666666666,15.0
132K22,11,1.0,15.0
133K23,1,0.8333333333333334,18.0
133K23,2,0.6875,18.0
133K23,3,0.6458333333333334,18.0
133K23,4,0.7916666666666666,18.0
133K23,5,0.5833333333333334,18.0
133K23,6,0.6666666666666666,19.0
133K23,7,0.6875,19.0
133K23,8,0.7083333333333334,19.0
133K23,9,0.6875,19.0
133K23,10,0.8125,19.0
133K23,11,0.8333333333333334,19.0
134M23,1,1.0,18.0
134M23,2,0.9166666666666666,17.0
134M23,3,0.9375,16.0
134M23,4,0.8541666666666666,15.0
134M23,5,0.9166666666666666,15.0
134M23,6,0.7708333333333334,15.0
134M23,7,0.8333333333333334,15.0
134M23,8,0.8333333333333334,15.0
134M23,9,0.9375,15.0
134M23,10,0.8125,15.0
134M23,11,0.8541666666666666,15.0
135K27,1,0.8541666666666666,18.0
135K27,2,0.7291666666666666,18.0
135K27,3,0.7083333333333334,18.0
135K27,4,0.7708333333333334,18.0
135K27,5,0.7083333333333334,18.0
135K27,6,0.6666666666666666,18.0
135K27,7,0.6458333333333334,18.0
135K27,8,0.6041666666666666,18.0
135K27,9,0.7083333333333334,18.0
135K27,10,0.7291666666666666,18.0
135K27,11,0.7291666666666666,18.0
136K22,1,0.5208333333333334,18.0
136K22,2,0.7708333333333334,19.0
136K22,3,0.6041666666666666,19.0
136K22,4,0.7083333333333334,19.0
136K22,5,0.6041666666666666,19.0
136K22,6,0.7083333333333334,19.0
136K22,7,0.7708333333333334,19.0
136K22,8,0.7708333333333334,19.0
136K22,9,0.7291666666666666,19.0
136K22,10,0.7708333333333334,19.0
136K22,11,0.8958333333333334,19.0
137K28,1,0.6458333333333334,18.0
137K28,2,0.7708333333333334,18.0
137K28,3,0.8125,18.0
137K28,4,0.8125,18.0
137K28,5,0.7083333333333334,18.0
137K28,6,0.7916666666666666,18.0
137K28,7,0.9166666666666666,18.0
137K28,8,0.625,17.0
137K28,9,0.5,17.0
137K28,10,0.6458333333333334,18.0
137K28,11,0.6458333333333334,18.0
138M21,1,0.7916666666666666,18.0
138M21,2,0.8958333333333334,18.0
138M21,3,0.7083333333333334,18.0
138M21,4,0.6458333333333334,18.0
138M21,5,0.625,18.0
138M21,6,0.7916666666666666,18.0
138M21,7,0.6041666666666666,18.0
138M21,8,0.4583333333333333,18.0
138M21,9,0.2708333333333333,19.0
138M21,10,0.5416666666666666,20.0
138M21,11,0.22916666666666666,21.0
139M18,1,0.8333333333333334,18.0
139M18,2,0.875,18.0
139M18,3,0.7291666666666666,18.0
139M18,4,0.6666666666666666,18.0
139M18,5,0.7083333333333334,18.0
139M18,6,0.8125,18.0
139M18,7,0.8541666666666666,18.0
139M18,8,0.7708333333333334,18.0
139M18,9,0.9166666666666666,18.0
139M18,10,0.8333333333333334,17.0
139M18,11,0.8333333333333334,17.0
140M21,1,0.6666666666666666,18.0
140M21,2,0.5,18.0
140M21,3,0.5625,19.0
140M21,4,0.75,20.0
140M21,5,0.625,20.0
140M21,6,0.6666666666666666,20.0
140M21,7,0.7916666666666666,20.0
140M21,8,0.75,20.0
140M21,9,0.5416666666666666,20.0
140M21,10,0.7291666666666666,21.0
140M21,11,0.7291666666666666,21.0
141K20,1,0.6666666666666666,18.0
141K20,2,0.4791666666666667,18.0
141K20,3,0.7291666666666666,19.0
141K20,4,0.6875,19.0
141K20,5,0.5208333333333334,19.0
141K20,6,0.7708333333333334,20.0
141K20,7,0.7916666666666666,20.0
141K20,8,0.8958333333333334,20.0
141K20,9,0.875,20.0
141K20,10,0.875,20.0
141K20,11,0.8333333333333334,20.0
142K20,1,0.8541666666666666,18.0
142K20,2,0.6041666666666666,18.0
142K20,3,0.75,18.0
142K20,4,0.6041666666666666,18.0
142K20,5,0.7708333333333334,18.0
142K20,6,0.75,18.0
142K20,7,0.8333333333333334,18.0
142K20,8,0.625,18.0
142K20,9,0.7708333333333334,18.0
142K20,10,0.75,18.0
142K20,11,0.7083333333333334,18.0
143K20,1,0.6875,18.0
143K20,2,0.6875,18.0
143K20,3,0.6875,18.0
143K20,4,0.7916666666666666,18.0
143K20,5,0.8541666666666666,18.0
143K20,6,0.875,18.0
143K20,7,0.8541666666666666,18.0
143K20,8,0.875,18.0
143K20,9,0.8333333333333334,18.0
143K20,10,0.9583333333333334,18.0
143K20,11,0.8125,17.0
144K21,1,0.8125,18.0
144K21,2,0.6041666666666666,18.0
144K21,3,0.7083333333333334,18.0
144K21,4,0.8125,18.0
144K21,5,0.7291666666666666,18.0
144K21,6,0.7708333333333334,18.0
