Part_id,Block_no,Corr,Stimulus Time
144K21,7,0.7708333333333334,18.0
144K21,8,0.7291666666666666,18.0
144K21,9,0.7916666666666666,18.0
144K21,10,0.8125,18.0
144K21,11,0.8333333333333334,18.0
145K21,1,0.7083333333333334,18.0
145K21,2,0.8125,18.0
145K21,3,0.875,18.0
145K21,4,0.75,18.0
145K21,5,0.8541666666666666,18.0
145K21,6,0.75,18.0
145K21,7,0.7083333333333334,18.0
145K21,8,0.7916666666666666,18.0
145K21,9,0.625,18.0
145K21,10,0.7291666666666666,18.0
145K21,11,0.6666666666666666,18.0
146M21,1,0.7083333333333334,18.0
146M21,2,0.75,18.0
146M21,3,0.8125,18.0
146M21,4,0.7916666666666666,18.0
146M21,5,0.8333333333333334,18.0
146M21,6,0.9166666666666666,18.0
146M21,7,0.8333333333333334,17.0
146M21,8,0.8333333333333334,17.0
146M21,9,0.8125,17.0
146M21,10,0.8125,17.0
146M21,11,0.7291666666666666,17.0
147K25,1,0.75,18.0
147K25,2,0.625,18.0
147K25,3,0.6875,18.0
147K25,4,0.8333333333333334,18.0
147K25,5,0.6458333333333334,18.0
147K25,6,0.5416666666666666,18.0
147K25,7,0.7083333333333334,19.0
147K25,8,0.6666666666666666,19.0
147K25,9,0.625,19.0
147K25,10,0.8125,19.0
147K25,11,0.5416666666666666,19.0
148M29,1,0.8333333333333334,18.0
148M29,2,0.7916666666666666,18.0
148M29,3,0.7291666666666666,18.0
148M29,4,0.75,18.0
148M29,5,0.7083333333333334,18.0
148M29,6,0.6458333333333334,18.0
148M29,7,0.6458333333333334,18.0
148M29,8,0.6875,18.0
148M29,9,0.5833333333333334,18.0
148M29,10,0.625,19.0
148M29,11,0.7083333333333334,19.0
149K25,1,0.5208333333333334,18.0
149K25,2,0.625,19.0
149K25,3,0.5625,19.0
149K25,4,0.6458333333333334,20.0
149K25,5,0.7708333333333334,20.0
149K25,6,0.7916666666666666,20.0
149K25,7,0.7708333333333334,20.0
149K25,8,0.5833333333333334,20.0
149K25,9,0.7083333333333334,21.0
149K25,10,0.6875,21.0
149K25,11,0.5833333333333334,21.0
14K19,1,0.875,18.0
14K19,2,0.8333333333333334,18.0
14K19,3,0.7291666666666666,18.0
14K19,4,0.7708333333333334,18.0
14K19,5,0.7916666666666666,18.0
14K19,6,0.8333333333333334,18.0
14K19,7,0.8958333333333334,18.0
14K19,8,0.9375,18.0
14K19,9,0.7291666666666666,17.0
14K19,10,0.8541666666666666,17.0
14K19,11,0.8541666666666666,17.0
150K31,1,0.6666666666666666,18.0
150K31,2,0.5833333333333334,18.0
150K31,3,0.75,19.0
150K31,4,0.6458333333333334,19.0
150K31,5,0.5833333333333334,19.0
150K31,6,0.5833333333333334,20.0
150K31,7,0.5625,21.0
150K31,8,0.5208333333333334,21.0
150K31,9,0.5,21.0
150K31,10,0.625,21.0
150K31,11,0.6041666666666666,21.0
151K25,1,0.8125,18.0
151K25,2,0.7291666666666666,18.0
151K25,3,0.7708333333333334,18.0
151K25,4,0.7708333333333334,18.0
151K25,5,0.8125,18.0
151K25,6,0.75,18.0
151K25,7,0.7708333333333334,18.0
151K25,8,0.8125,18.0
151K25,9,0.7083333333333334,18.0
151K25,10,0.5208333333333334,18.0
151K25,11,0.8125,19.0
15K25,1,0.6458333333333334,18.0
15K25,2,0.7708333333333334,18.0
15K25,3,0.625,18.0
15K25,4,0.6875,18.0
15K25,5,0.5625,18.0
15K25,6,0.5833333333333334,19.0
15K25,7,0.6041666666666666,20.0
15K25,8,0.75,20.0
15K25,9,0.7083333333333334,20.0
15K25,10,0.6666666666666666,20.0
15K25,11,0.7291666666666666,20.0
16K23,1,0.75,18.0
16K23,2,0.8125,18.0
16K23,3,0.7916666666666666,18.0
16K23,4,0.625,18.0
16K23,5,0.6666666666666666,18.0
16K23,6,0.6041666666666666,18.0
16K23,7,0.6875,18.0
16K23,8,0.6666666666666666,18.0
16K23,9,0.7916666666666666,18.0
16K23,10,0.7291666666666666,18.0
16K23,11,0.5833333333333334,18.0
17M21,1,0.9375,18.0
17M21,2,0.8333333333333334,17.0
17M21,3,0.8541666666666666,17.0
17M21,4,0.8333333333333334,17.0
17M21,5,0.8125,17.0
17M21,6,0.75,17.0
17M21,7,0.8958333333333334,17.0
17M21,8,0.9166666666666666,17.0
17M21,9,0.8958333333333334,16.0
17M21,10,0.8333333333333334,16.0
17M21,11,0.875,16.0
18K18,1,0.8541666666666666,18.0
18K18,2,0.8541666666666666,18.0
18K18,3,0.8333333333333334,18.0
18K18,4,0.9375,18.0
18K18,5,0.9166666666666666,17.0
18K18,6,0.8125,16.0
18K18,7,0.9166666666666666,16.0
18K18,8,0.8125,15.0
18K18,9,0.8333333333333334,15.0
18K18,10,0.6666666666666666,15.0
18K18,11,0.8333333333333334,15.0
19K25,1,0.8541666666666666,18.0
19K25,2,0.875,18.0
19K25,3,0.9166666666666666,18.0
19K25,4,0.9166666666666666,17.0
19K25,5,0.8125,16.0
19K25,6,0.9166666666666666,16.0
19K25,7,0.7708333333333334,15.0
19K25,8,0.6875,15.0
19K25,9,0.8333333333333334,15.0
19K25,10,0.8958333333333334,15.0
19K25,11,0.8541666666666666,15.0
20K19,1,0.9375,18.0
20K19,2,0.8541666666666666,17.0
20K19,3,0.75,17.0
20K19,4,0.7916666666666666,17.0
20K19,5,0.8125,17.0
20K19,6,0.6666666666666666,17.0
20K19,7,0.6458333333333334,17.0
20K19,8,0.7916666666666666,17.0
20K19,9,0.6875,17.0
20K19,10,0.6666666666666666,17.0
20K19,11,0.875,17.0
21K25,1,0.625,18.0
21K25,2,0.6875,18.0
21K25,3,0.6458333333333334,18.0
21K25,4,0.625,18.0
21K25,5,0.5416666666666666,18.0
21K25,6,0.5625,19.0
21K25,7,0.6666666666666666,20.0
21K25,8,0.6041666666666666,20.0
21K25,9,0.5,20.0
21K25,10,0.7708333333333334,21.0
21K25,11,0.5208333333333334,21.0
22M27,1,0.8125,18.0
22M27,2,0.7916666666666666,18.0
22M27,3,0.9791666666666666,18.0
22M27,4,0.9791666666666666,17.0
22M27,5,0.8541666666666666,16.0
22M27,6,0.75,16.0
22M27,7,0.7083333333333334,16.0
22M27,8,0.5625,16.0
22M27,9,0.7916666666666666,17.0
22M27,10,0.8125,17.0
22M27,11,0.8333333333333334,17.0
23K28,1,0.7708333333333334,18.0
23K28,2,0.8125,18.0
23K28,3,0.6666666666666666,18.0
23K28,4,0.4791666666666667,18.0
23K28,5,0.5625,19.0
23K28,6,0.75,20.0
23K28,7,0.8541666666666666,20.0
23K28,8,0.7708333333333334,20.0
23K28,9,0.6875,20.0
23K28,10,0.7083333333333334,20.0
23K28,11,0.6458333333333334,20.0
24K25,1,0.7083333333333334,18.0
24K25,2,0.7708333333333334,18.0
24K25,3,0.6875,18.0
24K25,4,0.6041666666666666,18.0
24K25,5,0.625,18.0
24K25,6,0.625,18.0
24K25,7,0.5,18.0
24K25,8,0.7291666666666666,19.0
24K25,9,0.7291666666666666,19.0
24K25,10,0.6666666666666666,19.0
24K25,11,0.7083333333333334,19.0
25M34,1,0.625,18.0
25M34,2,0.5,18.0
25M34,3,0.5833333333333334,19.0
25M34,4,0.7083333333333334,20.0
25M34,5,0.5416666666666666,20.0
25M34,6,0.625,21.0
25M34,7,0.6875,21.0
25M34,8,0.6458333333333334,21.0
25M34,9,0.75,21.0
25M34,10,0.6458333333333334,21.0
25M34,11,0.6875,21.0
26K19,1,0.9166666666666666,18.0
26K19,2,0.7708333333333334,17.0
26K19,3,0.9166666666666666,17.0
26K19,4,0.8541666666666666,16.0
26K19,5,0.875,16.0
26K19,6,0.8958333333333334,16.0
26K19,7,1.0,16.0
26K19,8,0.875,15.0
26K19,9,0.9375,15.0
26K19,10,0.9583333333333334,15.0
26K19,11,0.9166666666666666,15.0
27M22,1,0.9583333333333334,18.0
27M22,2,0.8541666666666666,17.0
27M22,3,0.8541666666666666,17.0
27M22,4,0.8541666666666666,17.0
27M22,5,0.9375,17.0
27M22,6,0.875,16.0
27M22,7,1.0,16.0
27M22,8,0.875,15.0
27M22,9,0.9583333333333334,15.0
27M22,10,0.9375,15.0
27M22,11,0.9791666666666666,15.0
28K24,1,0.20833333333333334,18.0
28K24,2,0.3125,19.0
28K24,3,0.4791666666666667,20.0
28K24,4,0.5625,21.0
28K24,5,0.5416666666666666,21.0
28K24,6,0.5625,21.0
28K24,7,0.4166666666666667,21.0
28K24,8,0.5,21.0
28K24,9,0.4791666666666667,21.0
28K24,10,0.3333333333333333,21.0
28K24,11,0.625,21.0
29M20,1,0.9791666666666666,18.0
29M20,2,0.7916666666666666,17.0
29M20,3,0.9166666666666666,17.0
29M20,4,0.8333333333333334,16.0
29M20,5,0.8333333333333334,16.0
29M20,6,0.8958333333333334,16.0
29M20,7,0.75,16.0
29M20,8,0.8333333333333334,16.0
29M20,9,0.9375,16.0
29M20,10,0.7916666666666666,15.0
29M20,11,0.8125,15.0
30K29,1,0.4375,18.0
30K29,2,0.75,19.0
30K29,3,0.625,19.0
30K29,4,0.7916666666666666,19.0
30K29,5,0.625,19.0
30K29,6,0.7083333333333334,19.0
30K29,7,0.5833333333333334,19.0
30K29,8,0.6666666666666666,20.0
30K29,9,0.8958333333333334,20.0
30K29,10,0.7916666666666666,20.0
30K29,11,0.9166666666666666,20.0
31K25,1,0.8541666666666666,18.0
31K25,2,0.8958333333333334,18.0
31K25,3,0.9166666666666666,18.0
31K25,4,0.875,17.0
31K25,5,0.9375,17.0
31K25,6,0.875,16.0
31K25,7,0.8541666666666666,16.0
31K25,8,0.8333333333333334,16.0
31K25,9,0.9375,16.0
31K25,10,0.8541666666666666,15.0
31K25,11,0.8125,15.0
32M29,1,0.9375,18.0
32M29,2,0.9375,17.0
32M29,3,0.875,16.0
32M29,4,0.8333333333333334,16.0
32M29,5,0.9375,16.0
32M29,6,0.9375,15.0
32M29,7,0.9166666666666666,15.0
32M29,8,0.8333333333333334,15.0
32M29,9,0.8958333333333334,15.0
32M29,10,0.9166666666666666,15.0
32M29,11,0.8958333333333334,15.0
33K20,1,0.75,18.0
33K20,2,0.9375,18.0
33K20,3,0.8333333333333334,17.0
33K20,4,0.8333333333333334,17.0
33K20,5,0.7083333333333334,17.0
33K20,6,0.9583333333333334,17.0
33K20,7,0.7083333333333334,16.0
33K20,8,0.75,16.0
33K20,9,0.8125,16.0
33K20,10,0.75,16.0
33K20,11,0.8333333333333334,16.0
34K22,1,0.8958333333333334,18.0
34K22,2,0.8541666666666666,18.0
34K22,3,0.9166666666666666,18.0
34K22,4,0.8125,17.0
34K22,5,0.8125,17.0
34K22,6,0.875,17.0
34K22,7,0.75,17.0
34K22,8,0.875,17.0
34K22,9,0.8541666666666666,17.0
34K22,10,0.8125,17.0
34K22,11,0.8541666666666666,17.0
35K26,1,0.8125,18.0
35K26,2,0.6458333333333334,18.0
35K26,3,0.5,18.0
35K26,4,0.4791666666666667,19.0
35K26,5,0.6458333333333334,20.0
35K26,6,0.6458333333333334,20.0
35K26,7,0.7083333333333334,20.0
35K26,8,0.7083333333333334,20.0
35K26,9,0.7916666666666666,20.0
35K26,10,0.75,20.0
35K26,11,0.75,20.0
36K20,1,0.8541666666666666,18.0
36K20,2,0.6666666666666666,18.0
36K20,3,0.6666666666666666,18.0
36K20,4,0.5625,18.0
36K20,5,0.7916666666666666,19.0
36K20,6,0.9166666666666666,19.0
36K20,7,0.6666666666666666,18.0
36K20,8,0.625,18.0
36K20,9,0.6458333333333334,18.0
36K20,10,0.6041666666666666,18.0
36K20,11,0.5208333333333334,18.0
37K24,1,0.8125,18.0
37K24,2,0.8958333333333334,18.0
37K24,3,0.75,18.0
37K24,4,0.9166666666666666,18.0
37K24,5,0.875,17.0
37K24,6,0.8541666666666666,17.0
37K24,7,0.8541666666666666,17.0
37K24,8,0.7916666666666666,17.0
37K24,9,0.875,17.0
37K24,10,0.9375,17.0
37K24,11,0.8958333333333334,16.0
38M23,1,0.9166666666666666,18.0
38M23,2,0.8333333333333334,17.0
38M23,3,0.9166666666666666,17.0
38M23,4,0.7916666666666666,16.0
38M23,5,0.6875,16.0
38M23,6,0.75,16.0
38M23,7,0.6666666666666666,16.0
38M23,8,0.75,16.0
38M23,9,0.7708333333333334,16.0
38M23,10,0.625,16.0
38M23,11,0.5833333333333334,16.0
39K22,1,0.9375,18.0
39K22,2,0.9375,17.0
39K22,3,0.875,16.0
39K22,4,0.9166666666666666,16.0
39K22,5,0.8333333333333334,15.0
39K22,6,0.7708333333333334,15.0
39K22,7,0.9166666666666666,15.0
39K22,8,0.7291666666666666,15.0
39K22,9,0.7708333333333334,15.0
39K22,10,0.7291666666666666,15.0
39K22,11,0.8958333333333334,15.0
40K24,1,0.8333333333333334,18.0
40K24,2,0.8125,18.0
40K24,3,0.8958333333333334,18.0
40K24,4,0.7291666666666666,18.0
40K24,5,0.8541666666666666,18.0
40K24,6,0.6458333333333334,18.0
40K24,7,0.8333333333333334,18.0
40K24,8,0.8333333333333334,18.0
40K24,9,0.7916666666666666,18.0
40K24,10,0.8541666666666666,18.0
40K24,11,0.9166666666666666,18.0
41K19,1,0.75,18.0
41K19,2,0.7916666666666666,18.0
41K19,3,0.7708333333333334,18.0
41K19,4,0.8125,18.0
41K19,5,0.6875,18.0
41K19,6,0.75,18.0
41K19,7,0.7083333333333334,18.0
41K19,8,0.7083333333333334,18.0
41K19,9,0.8125,18.0
41K19,10,0.8125,18.0
41K19,11,0.7291666666666666,18.0
42K18,1,0.875,18.0
42K18,2,0.9166666666666666,18.0
42K18,3,0.8541666666666666,17.0
42K18,4,0.9166666666666666,17.0
42K18,5,0.9166666666666666,16.0
42K18,6,0.7916666666666666,15.0
42K18,7,0.6458333333333334,15.0
42K18,8,0.9166666666666666,15.0
42K18,9,0.7916666666666666,15.0
42K18,10,0.875,15.0
42K18,11,0.7708333333333334,15.0
43K19,1,0.3125,18.0
43K19,2,0.1875,19.0
43K19,3,0.20833333333333334,20.0
43K19,4,0.3333333333333333,21.0
43K19,5,0.22916666666666666,21.0
43K19,6,0.1875,21.0
43K19,7,0.16666666666666666,21.0
43K19,8,0.3125,21.0
43K19,9,0.16666666666666666,21.0
43K19,10,0.2916666666666667,21.0
43K19,11,0.22916666666666666,21.0
44K19,1,0.2708333333333333,18.0
44K19,2,0.2708333333333333,19.0
44K19,3,0.16666666666666666,20.0
44K19,4,0.25,21.0
44K19,5,0.2708333333333333,21.0
44K19,6,0.14583333333333334,21.0
44K19,7,0.125,21.0
44K19,8,0.20833333333333334,21.0
44K19,9,0.25,21.0
44K19,10,0.16666666666666666,21.0
44K19,11,0.16666666666666666,21.0
45M23,1,0.9166666666666666,18.0
45M23,2,0.9166666666666666,17.0
45M23,3,0.7708333333333334,16.0
45M23,4,0.7708333333333334,16.0
45M23,5,0.875,16.0
45M23,6,0.7708333333333334,16.0
45M23,7,0.6041666666666666,16.0
45M23,8,0.4375,16.0
45M23,9,0.5625,17.0
45M23,10,0.6666666666666666,18.0
45M23,11,0.7916666666666666,18.0
46K21,1,0.875,18.0
46K21,2,0.9583333333333334,18.0
46K21,3,0.7708333333333334,17.0
46K21,4,0.8125,17.0
46K21,5,0.7916666666666666,17.0
46K21,6,0.875,17.0
46K21,7,0.8333333333333334,17.0
46K21,8,0.875,17.0
46K21,9,0.875,17.0
46K21,10,0.875,17.0
46K21,11,0.8125,17.0
47K22,1,0.8541666666666666,18.0
47K22,2,0.75,18.0
47K22,3,0.8125,18.0
47K22,4,0.6041666666666666,18.0
47K22,5,0.5208333333333334,18.0
47K22,6,0.375,19.0
47K22,7,0.5416666666666666,20.0
47K22,8,0.5416666666666666,21.0
47K22,9,0.5,21.0
47K22,10,0.3125,21.0
47K22,11,0.375,21.0
48K23,1,0.5833333333333334,18.0
48K23,2,0.6666666666666666,19.0
48K23,3,0.7708333333333334,19.0
48K23,4,0.6041666666666666,19.0
48K23,5,0.7083333333333334,19.0
48K23,6,0.5208333333333334,19.0
48K23,7,0.4583333333333333,20.0
48K23,8,0.5416666666666666,21.0
48K23,9,0.4375,21.0
48K23,10,0.4791666666666667,21.0
48K23,11,0.4791666666666667,21.0
49K22,1,0.8333333333333334,18.0
49K22,2,0.9375,18.0
49K22,3,0.9583333333333334,17.0
49K22,4,0.9166666666666666,16.0
49K22,5,0.8541666666666666,15.0
49K22,6,0.875,15.0
49K22,7,0.875,15.0
49K22,8,0.9375,15.0
49K22,9,0.8958333333333334,15.0
49K22,10,0.9166666666666666,15.0
49K22,11,0.9375,15.0
4K20,1,0.875,18.0
4K20,2,0.9375,18.0
4K20,3,0.8958333333333334,17.0
4K20,4,0.9375,17.0
4K20,5,0.9375,16.0
4K20,6,0.75,15.0
4K20,7,0.8125,15.0
4K20,8,0.8125,15.0
4K20,9,0.7916666666666666,15.0
4K20,10,0.875,15.0
4K20,11,0.7708333333333334,15.0
50M22,1,0.625,18.0
50M22,2,0.4583333333333333,18.0
50M22,3,0.625,19.0
50M22,4,0.6458333333333334,19.0
50M22,5,0.7291666666666666,19.0
50M22,6,0.6666666666666666,19.0
50M22,7,0.6875,19.0
50M22,8,0.5416666666666666,19.0
50M22,9,0.6458333333333334,20.0
50M22,10,0.8541666666666666,20.0
50M22,11,0.8333333333333334,20.0
51K26,1,0.20833333333333334,18.0
51K26,2,0.4375,19.0
51K26,3,0.4583333333333333,20.0
51K26,4,0.3958333333333333,21.0
51K26,5,0.5208333333333334,21.0
51K26,6,0.5208333333333334,21.0
51K26,7,0.5625,21.0
51K26,8,0.3333333333333333,21.0
51K26,9,0.5416666666666666,21.0
51K26,10,0.375,21.0
51K26,11,0.4166666666666667,21.0
52K20,1,0.7083333333333334,18.0
52K20,2,0.7083333333333334,18.0
52K20,3,0.8333333333333334,18.0
52K20,4,0.8333333333333334,18.0
52K20,5,0.7291666666666666,18.0
52K20,6,0.75,18.0
52K20,7,0.8333333333333334,18.0
52K20,8,0.7291666666666666,18.0
52K20,9,0.75,18.0
52K20,10,0.75,18.0
52K20,11,0.7083333333333334,18.0
53K24,1,0.8958333333333334,18.0
53K24,2,0.8958333333333334,18.0
53K24,3,0.9375,18.0
53K24,4,0.8541666666666666,17.0
53K24,5,0.8958333333333334,17.0
53K24,6,0.9166666666666666,17.0
53K24,7,0.8541666666666666,16.0
53K24,8,0.9375,16.0
53K24,9,0.8333333333333334,15.0
53K24,10,0.8125,15.0
53K24,11,0.8541666666666666,15.0
54M22,1,0.7708333333333334,18.0
54M22,2,0.6875,18.0
54M22,3,0.7083333333333334,18.0
54M22,4,0.8541666666666666,18.0
54M22,5,0.8333333333333334,18.0
54M22,6,0.8958333333333334,18.0
54M22,7,0.9375,18.0
54M22,8,0.8541666666666666,17.0
54M22,9,0.8541666666666666,17.0
54M22,10,0.8333333333333334,17.0
54M22,11,0.8333333333333334,17.0
55K22,1,0.75,18.0
55K22,2,0.6875,18.0
55K22,3,0.7708333333333334,18.0
55K22,4,0.8541666666666666,18.0
55K22,5,0.8125,18.0
